Lead City,Sales Date,Sales Week,Leads Created,Leads accepted,Qualify_Confirm_Lead,Select_Partner,Install_Request,Installed
City 1,7/5/18,7/5/18,2,1,1,1,1,2
City 1,8/5/18,7/5/18,31,26,14,10,10,16
City 1,8/5/18,7/5/18,2,2,2,2,2,2
City 1,9/5/18,7/5/18,2,1,1,1,1,1
City 1,9/5/18,7/5/18,107,47,30,26,25,21
City 1,9/5/18,7/5/18,4,1,1,1,1,1
City 1,10/5/18,7/5/18,4,0,0,0,0,0
City 1,10/5/18,7/5/18,74,19,19,13,13,13
City 1,10/5/18,7/5/18,9,3,2,1,1,1
City 1,11/5/18,7/5/18,70,28,26,21,21,13
City 1,11/5/18,7/5/18,6,2,2,2,2,2
City 1,12/5/18,7/5/18,1,0,0,0,0,0
City 1,12/5/18,7/5/18,55,30,29,26,26,29
City 1,12/5/18,7/5/18,6,2,2,2,2,2
City 1,13-05-2018,7/5/18,22,16,16,14,14,12
City 1,13-05-2018,7/5/18,2,2,2,2,2,2
City 1,14-05-2018,14-05-2018,2,0,0,0,0,0
City 1,14-05-2018,14-05-2018,64,26,25,20,20,10
City 1,14-05-2018,14-05-2018,4,1,1,1,1,1
City 1,15-05-2018,14-05-2018,4,0,0,0,0,0
City 1,15-05-2018,14-05-2018,53,23,23,20,20,22
City 1,15-05-2018,14-05-2018,4,2,2,2,2,2
City 1,16-05-2018,14-05-2018,2,2,2,2,2,0
City 1,16-05-2018,14-05-2018,44,23,23,18,18,15
City 1,16-05-2018,14-05-2018,4,1,1,1,1,1
City 1,17-05-2018,14-05-2018,2,0,0,0,0,0
City 1,17-05-2018,14-05-2018,58,27,25,23,23,18
City 1,17-05-2018,14-05-2018,5,2,2,2,2,2
City 1,18-05-2018,14-05-2018,19,3,1,1,1,0
City 1,18-05-2018,14-05-2018,62,36,32,29,29,14
City 1,18-05-2018,14-05-2018,2,0,0,0,0,0
City 1,19-05-2018,14-05-2018,1,1,1,1,1,2
City 1,19-05-2018,14-05-2018,50,40,39,39,39,24
City 1,19-05-2018,14-05-2018,2,1,1,1,1,0
City 1,20-05-2018,14-05-2018,1,0,0,0,0,0
City 1,20-05-2018,14-05-2018,55,44,41,35,34,38
City 1,20-05-2018,14-05-2018,4,3,2,2,2,2
City 1,21-05-2018,21-05-2018,25,22,20,18,17,17
City 1,21-05-2018,21-05-2018,2,2,2,2,2,1
City 1,22-05-2018,21-05-2018,4,2,0,0,0,0
City 1,22-05-2018,21-05-2018,23,20,18,16,16,11
City 1,22-05-2018,21-05-2018,1,1,1,1,1,1
City 1,23-05-2018,21-05-2018,1,1,1,1,1,1
City 1,23-05-2018,21-05-2018,48,39,28,25,24,21
City 1,23-05-2018,21-05-2018,4,4,4,4,4,3
City 1,24-05-2018,21-05-2018,0,0,1,1,1,0
City 1,24-05-2018,21-05-2018,40,31,30,24,24,21
City 1,24-05-2018,21-05-2018,2,2,2,2,2,2
City 1,25-05-2018,21-05-2018,41,34,29,24,24,24
City 1,25-05-2018,21-05-2018,2,1,1,0,0,0
City 1,26-05-2018,21-05-2018,6,5,4,4,4,3
City 1,26-05-2018,21-05-2018,47,26,24,24,23,20
City 1,26-05-2018,21-05-2018,5,1,1,1,1,1
City 1,27-05-2018,21-05-2018,1,0,0,0,0,1
City 1,27-05-2018,21-05-2018,49,34,32,28,28,28
City 1,28-05-2018,28-05-2018,7,3,0,0,0,0
City 1,28-05-2018,28-05-2018,41,28,16,12,12,14
City 1,28-05-2018,28-05-2018,4,2,2,2,2,1
City 1,29-05-2018,28-05-2018,8,5,3,3,3,1
City 1,29-05-2018,28-05-2018,49,27,27,22,22,19
City 1,29-05-2018,28-05-2018,3,2,2,2,2,1
City 1,30-05-2018,28-05-2018,3,3,2,2,2,1
City 1,30-05-2018,28-05-2018,38,26,25,22,22,17
City 1,30-05-2018,28-05-2018,1,1,1,1,1,2
City 1,31-05-2018,28-05-2018,54,27,25,23,21,22
City 1,31-05-2018,28-05-2018,3,0,0,0,0,0
City 1,1/6/18,28-05-2018,5,5,4,4,4,3
City 1,1/6/18,28-05-2018,49,39,40,38,38,23
City 1,1/6/18,28-05-2018,5,3,3,3,3,1
City 1,2/6/18,28-05-2018,5,3,3,3,3,0
City 1,2/6/18,28-05-2018,62,37,33,29,29,32
City 1,2/6/18,28-05-2018,5,5,5,5,5,4
City 1,3/6/18,28-05-2018,4,4,3,3,3,3
City 1,3/6/18,28-05-2018,55,38,35,29,29,30
City 1,3/6/18,28-05-2018,4,3,3,3,3,3
City 1,4/6/18,4/6/18,1,1,1,1,1,2
City 1,4/6/18,4/6/18,43,29,29,24,24,16
City 1,4/6/18,4/6/18,3,2,2,2,2,2
City 1,5/6/18,4/6/18,5,3,3,3,3,2
City 1,5/6/18,4/6/18,71,36,34,29,28,24
City 1,5/6/18,4/6/18,9,3,3,2,2,2
City 1,6/6/18,4/6/18,5,2,2,2,2,3
City 1,6/6/18,4/6/18,75,36,34,31,31,22
City 1,6/6/18,4/6/18,6,1,1,1,1,1
City 1,7/6/18,4/6/18,4,3,3,3,3,0
City 1,7/6/18,4/6/18,42,25,25,23,23,18
City 1,7/6/18,4/6/18,2,1,1,1,1,2
City 1,8/6/18,4/6/18,6,3,3,3,3,1
City 1,8/6/18,4/6/18,43,25,25,23,23,26
City 1,8/6/18,4/6/18,3,1,1,1,1,1
City 1,9/6/18,4/6/18,9,4,3,3,3,4
City 1,9/6/18,4/6/18,59,41,39,35,35,21
City 1,9/6/18,4/6/18,6,5,5,5,5,4
City 1,10/6/18,4/6/18,4,1,2,1,1,3
City 1,10/6/18,4/6/18,63,40,38,37,36,31
City 1,10/6/18,4/6/18,8,3,3,3,3,3
City 1,11/6/18,11/6/18,5,5,1,1,1,1
City 1,11/6/18,11/6/18,40,27,26,23,23,21
City 1,11/6/18,11/6/18,0,0,0,0,0,1
City 1,12/6/18,11/6/18,7,3,3,3,3,3
City 1,12/6/18,11/6/18,45,25,25,24,24,23
City 1,12/6/18,11/6/18,9,4,4,4,4,3
City 1,13-06-2018,11/6/18,3,2,2,2,2,3
City 1,13-06-2018,11/6/18,49,21,20,17,17,17
City 1,13-06-2018,11/6/18,3,1,1,1,1,1
City 1,14-06-2018,11/6/18,5,2,2,2,2,1
City 1,14-06-2018,11/6/18,55,24,23,19,19,21
City 1,14-06-2018,11/6/18,9,6,6,4,4,5
City 1,15-06-2018,11/6/18,1,1,1,1,1,1
City 1,15-06-2018,11/6/18,27,22,20,15,14,11
City 1,15-06-2018,11/6/18,4,3,3,4,4,3
City 1,16-06-2018,11/6/18,2,2,2,2,2,1
City 1,16-06-2018,11/6/18,61,49,43,36,36,25
City 1,16-06-2018,11/6/18,2,2,2,2,2,2
City 1,17-06-2018,11/6/18,3,3,3,3,3,2
City 1,17-06-2018,11/6/18,40,30,29,29,29,36
City 1,17-06-2018,11/6/18,2,2,2,2,2,2
City 1,18-06-2018,18-06-2018,0,0,0,0,0,1
City 1,18-06-2018,18-06-2018,27,27,17,15,14,16
City 1,18-06-2018,18-06-2018,2,1,1,1,1,1
City 1,19-06-2018,18-06-2018,7,6,6,6,6,1
City 1,19-06-2018,18-06-2018,40,35,20,18,18,16
City 1,20-06-2018,18-06-2018,7,7,6,6,6,5
City 1,20-06-2018,18-06-2018,45,34,27,21,21,22
City 1,20-06-2018,18-06-2018,8,3,3,3,3,3
City 1,21-06-2018,18-06-2018,7,7,7,7,7,4
City 1,21-06-2018,18-06-2018,53,45,17,15,14,9
City 1,21-06-2018,18-06-2018,6,4,3,1,1,1
City 1,22-06-2018,18-06-2018,6,1,1,1,1,4
City 1,22-06-2018,18-06-2018,114,62,45,42,41,28
City 1,22-06-2018,18-06-2018,39,9,9,8,8,3
City 1,23-06-2018,18-06-2018,18,17,2,2,2,1
City 1,23-06-2018,18-06-2018,69,49,38,34,34,25
City 1,23-06-2018,18-06-2018,5,2,2,1,1,1
City 1,24-06-2018,18-06-2018,24,25,9,9,9,4
City 1,24-06-2018,18-06-2018,47,43,36,36,36,33
City 1,24-06-2018,18-06-2018,8,6,6,6,6,2
City 1,25-06-2018,25-06-2018,10,8,5,5,5,4
City 1,25-06-2018,25-06-2018,98,69,24,21,21,19
City 1,25-06-2018,25-06-2018,5,3,2,2,2,2
City 1,26-06-2018,25-06-2018,10,9,2,2,2,3
City 1,26-06-2018,25-06-2018,144,134,24,19,19,19
City 1,26-06-2018,25-06-2018,2,1,1,1,1,1
City 1,27-06-2018,25-06-2018,18,16,8,8,8,2
City 1,27-06-2018,25-06-2018,154,118,23,20,20,12
City 1,27-06-2018,25-06-2018,8,2,2,2,2,0
City 1,28-06-2018,25-06-2018,9,9,2,2,2,4
City 1,28-06-2018,25-06-2018,184,148,17,15,15,13
City 1,28-06-2018,25-06-2018,7,1,1,0,0,0
City 1,29-06-2018,25-06-2018,8,6,5,5,5,3
City 1,29-06-2018,25-06-2018,99,94,33,28,28,23
City 1,29-06-2018,25-06-2018,6,1,0,0,0,0
City 1,30-06-2018,25-06-2018,2,2,2,2,2,3
City 1,30-06-2018,25-06-2018,83,72,32,30,30,23
City 1,30-06-2018,25-06-2018,10,4,4,4,3,2
City 1,1/7/18,25-06-2018,9,9,9,9,9,5
City 1,1/7/18,25-06-2018,68,59,43,39,39,44
City 1,1/7/18,25-06-2018,10,5,3,3,3,4
City 1,2/7/18,2/7/18,8,8,1,1,1,4
City 1,2/7/18,2/7/18,45,36,27,26,25,12
City 1,2/7/18,2/7/18,5,2,1,1,1,1
City 1,3/7/18,2/7/18,35,34,4,4,4,3
City 1,3/7/18,2/7/18,58,50,41,38,38,33
City 1,3/7/18,2/7/18,21,14,10,9,9,7
City 1,4/7/18,2/7/18,6,4,4,4,4,1
City 1,4/7/18,2/7/18,69,56,34,25,25,24
City 1,4/7/18,2/7/18,20,6,5,3,3,1
City 1,5/7/18,2/7/18,11,9,9,9,9,5
City 1,5/7/18,2/7/18,96,84,43,32,30,15
City 1,5/7/18,2/7/18,16,4,5,1,1,1
City 1,6/7/18,2/7/18,2,2,2,2,2,5
City 1,6/7/18,2/7/18,117,102,17,12,12,15
City 1,6/7/18,2/7/18,18,5,4,2,2,2
City 1,7/7/18,2/7/18,6,5,4,4,4,9
City 1,7/7/18,2/7/18,89,78,39,37,37,31
City 1,7/7/18,2/7/18,24,4,3,3,3,2
City 1,8/7/18,2/7/18,31,31,7,7,7,7
City 1,8/7/18,2/7/18,51,41,34,32,32,36
City 1,8/7/18,2/7/18,19,5,4,2,2,2
City 1,9/7/18,9/7/18,7,6,4,4,4,4
City 1,9/7/18,9/7/18,56,42,26,21,21,20
City 1,9/7/18,9/7/18,14,2,2,0,0,0
City 1,10/7/18,9/7/18,5,4,4,4,4,3
City 1,10/7/18,9/7/18,41,35,27,21,20,11
City 1,10/7/18,9/7/18,23,5,4,0,0,0
City 1,11/7/18,9/7/18,2,2,1,1,1,1
City 1,11/7/18,9/7/18,71,58,27,21,21,22
City 1,11/7/18,9/7/18,14,2,3,2,2,1
City 1,12/7/18,9/7/18,3,3,3,3,3,2
City 1,12/7/18,9/7/18,225,65,35,32,32,18
City 1,12/7/18,9/7/18,21,2,2,0,0,0
City 1,13-07-2018,9/7/18,2,2,2,2,2,2
City 1,13-07-2018,9/7/18,54,40,22,18,18,18
City 1,13-07-2018,9/7/18,26,4,4,3,2,2
City 1,14-07-2018,9/7/18,5,5,5,5,5,5
City 1,14-07-2018,9/7/18,85,60,50,43,43,30
City 1,14-07-2018,9/7/18,33,8,8,4,4,3
City 1,15-07-2018,9/7/18,4,4,4,4,4,4
City 1,15-07-2018,9/7/18,89,80,45,38,38,40
City 1,15-07-2018,9/7/18,22,8,8,10,8,4
City 1,16-07-2018,16-07-2018,1,1,0,0,0,1
City 1,16-07-2018,16-07-2018,50,35,22,17,17,13
City 1,16-07-2018,16-07-2018,26,6,6,2,2,2
City 1,17-07-2018,16-07-2018,4,4,2,2,2,2
City 1,17-07-2018,16-07-2018,48,31,31,27,26,20
City 1,17-07-2018,16-07-2018,40,9,9,2,2,4
City 1,18-07-2018,16-07-2018,1,1,1,1,1,1
City 1,18-07-2018,16-07-2018,51,38,27,21,21,20
City 1,18-07-2018,16-07-2018,25,4,4,0,0,0
City 1,19-07-2018,16-07-2018,13,12,2,2,2,0
City 1,19-07-2018,16-07-2018,43,26,21,17,17,16
City 1,19-07-2018,16-07-2018,19,6,5,4,4,3
City 1,20-07-2018,16-07-2018,1,1,1,1,1,2
City 1,20-07-2018,16-07-2018,50,40,28,25,25,27
City 1,20-07-2018,16-07-2018,14,6,5,2,2,1
City 1,21-07-2018,16-07-2018,5,5,4,4,4,4
City 1,21-07-2018,16-07-2018,111,57,42,39,37,17
City 1,21-07-2018,16-07-2018,4,3,2,2,2,1
City 1,22-07-2018,16-07-2018,1,1,2,2,2,3
City 1,22-07-2018,16-07-2018,44,31,31,25,25,22
City 1,22-07-2018,16-07-2018,18,2,1,0,0,1
City 1,23-07-2018,23-07-2018,10,9,3,3,3,1
City 1,23-07-2018,23-07-2018,56,39,29,22,20,11
City 1,23-07-2018,23-07-2018,25,8,7,2,2,1
City 1,24-07-2018,23-07-2018,7,7,4,4,4,4
City 1,24-07-2018,23-07-2018,47,33,32,26,26,27
City 1,24-07-2018,23-07-2018,25,7,8,5,5,3
City 1,25-07-2018,23-07-2018,2,1,1,1,1,1
City 1,25-07-2018,23-07-2018,49,35,25,20,20,26
City 1,25-07-2018,23-07-2018,16,8,8,6,5,4
City 1,26-07-2018,23-07-2018,4,4,4,4,4,2
City 1,26-07-2018,23-07-2018,75,64,34,24,24,12
City 1,26-07-2018,23-07-2018,30,6,6,3,2,1
City 1,27-07-2018,23-07-2018,5,5,5,5,5,2
City 1,27-07-2018,23-07-2018,46,32,30,32,32,16
City 1,27-07-2018,23-07-2018,21,8,8,4,4,2
City 1,28-07-2018,23-07-2018,8,7,7,7,7,6
City 1,28-07-2018,23-07-2018,98,81,60,59,59,34
City 1,28-07-2018,23-07-2018,9,5,5,4,4,3
City 1,29-07-2018,23-07-2018,4,3,3,3,3,3
City 1,29-07-2018,23-07-2018,52,44,31,31,30,32
City 1,29-07-2018,23-07-2018,10,7,7,7,7,6
City 1,30-07-2018,30-07-2018,1,1,1,1,1,2
City 1,30-07-2018,30-07-2018,36,28,29,24,24,30
City 1,30-07-2018,30-07-2018,15,9,5,3,3,5
City 1,31-07-2018,30-07-2018,8,8,3,3,3,1
City 1,31-07-2018,30-07-2018,44,34,34,32,31,30
City 1,31-07-2018,30-07-2018,10,3,3,2,2,2
City 1,1/8/18,30-07-2018,4,4,4,4,4,3
City 1,1/8/18,30-07-2018,66,55,34,33,33,27
City 1,1/8/18,30-07-2018,11,4,4,2,2,2
City 1,2/8/18,30-07-2018,9,5,5,5,5,5
City 1,2/8/18,30-07-2018,53,49,38,36,36,25
City 1,2/8/18,30-07-2018,6,5,5,3,3,2
City 1,3/8/18,30-07-2018,4,4,4,4,4,4
City 1,3/8/18,30-07-2018,36,33,31,27,27,28
City 1,3/8/18,30-07-2018,10,2,2,3,3,2
City 1,4/8/18,30-07-2018,3,3,3,3,3,4
City 1,4/8/18,30-07-2018,51,39,37,31,30,25
City 1,4/8/18,30-07-2018,10,5,4,4,4,2
City 1,5/8/18,30-07-2018,8,7,6,6,6,4
City 1,5/8/18,30-07-2018,78,69,50,46,46,33
City 1,5/8/18,30-07-2018,15,12,12,10,10,10
City 1,6/8/18,6/8/18,2,2,2,2,2,2
City 1,6/8/18,6/8/18,58,41,21,17,17,27
City 1,6/8/18,6/8/18,10,2,2,2,1,2
City 1,7/8/18,6/8/18,3,2,2,2,2,3
City 1,7/8/18,6/8/18,73,43,41,38,37,29
City 1,7/8/18,6/8/18,5,3,3,0,1,0
City 1,8/8/18,6/8/18,6,4,4,4,4,5
City 1,8/8/18,6/8/18,60,56,40,37,37,17
City 1,8/8/18,6/8/18,7,3,3,3,3,1
City 1,9/8/18,6/8/18,2,2,2,2,2,2
City 1,9/8/18,6/8/18,39,35,33,34,34,33
City 1,9/8/18,6/8/18,11,7,5,4,4,4
City 1,10/8/18,6/8/18,2,2,2,2,2,2
City 1,10/8/18,6/8/18,61,53,32,32,31,21
City 1,10/8/18,6/8/18,7,6,5,3,3,3
City 1,11/8/18,6/8/18,1,1,1,1,1,1
City 1,11/8/18,6/8/18,39,38,37,36,36,26
City 1,11/8/18,6/8/18,4,2,2,3,3,3
City 1,12/8/18,6/8/18,4,4,3,3,3,1
City 1,12/8/18,6/8/18,58,48,25,25,25,33
City 1,12/8/18,6/8/18,9,7,7,6,6,5
City 1,13-08-2018,13-08-2018,3,3,3,3,3,3
City 1,13-08-2018,13-08-2018,35,31,25,22,22,19
City 1,13-08-2018,13-08-2018,4,4,4,4,4,3
City 1,14-08-2018,13-08-2018,4,4,4,4,4,1
City 1,14-08-2018,13-08-2018,26,19,19,18,17,21
City 1,14-08-2018,13-08-2018,11,9,9,8,8,3
City 1,15-08-2018,13-08-2018,2,1,1,1,1,0
City 1,15-08-2018,13-08-2018,19,19,19,16,16,14
City 1,15-08-2018,13-08-2018,10,9,9,10,10,9
City 1,16-08-2018,13-08-2018,9,3,3,3,3,5
City 1,16-08-2018,13-08-2018,177,22,22,19,19,15
City 1,16-08-2018,13-08-2018,3,3,3,3,2,1
City 1,17-08-2018,13-08-2018,3,3,3,3,3,0
City 1,17-08-2018,13-08-2018,57,54,34,33,33,24
City 1,17-08-2018,13-08-2018,5,3,3,3,4,5
City 1,18-08-2018,13-08-2018,5,4,4,4,4,1
City 1,18-08-2018,13-08-2018,35,28,27,23,23,21
City 1,18-08-2018,13-08-2018,10,5,5,5,5,6
City 1,19-08-2018,13-08-2018,5,5,5,5,5,7
City 1,19-08-2018,13-08-2018,56,40,24,24,24,26
City 1,19-08-2018,13-08-2018,5,4,3,1,1,2
City 1,20-08-2018,20-08-2018,4,4,4,4,4,2
City 1,20-08-2018,20-08-2018,49,28,21,19,18,12
City 1,20-08-2018,20-08-2018,13,4,4,2,2,1
City 1,21-08-2018,20-08-2018,8,8,5,5,5,6
City 1,21-08-2018,20-08-2018,31,28,22,18,17,11
City 1,21-08-2018,20-08-2018,4,2,2,2,2,1
City 1,22-08-2018,20-08-2018,6,6,5,5,5,1
City 1,22-08-2018,20-08-2018,38,36,27,24,24,14
City 1,22-08-2018,20-08-2018,9,3,3,3,3,4
City 1,23-08-2018,20-08-2018,0,0,0,0,0,2
City 1,23-08-2018,20-08-2018,57,50,24,24,24,24
City 1,23-08-2018,20-08-2018,14,6,6,5,5,4
City 1,24-08-2018,20-08-2018,14,14,1,1,1,2
City 1,24-08-2018,20-08-2018,57,51,28,27,26,23
City 1,24-08-2018,20-08-2018,4,2,1,1,1,1
City 1,25-08-2018,20-08-2018,5,5,5,4,4,4
City 1,25-08-2018,20-08-2018,63,56,22,20,20,20
City 1,25-08-2018,20-08-2018,12,9,8,7,6,3
City 1,26-08-2018,20-08-2018,19,15,7,7,7,4
City 1,26-08-2018,20-08-2018,2,2,2,1,1,0
City 1,27-08-2018,27-08-2018,4,3,3,3,3,0
City 1,27-08-2018,27-08-2018,44,40,18,17,17,11
City 1,27-08-2018,27-08-2018,10,6,6,5,4,4
City 1,28-08-2018,27-08-2018,3,3,2,2,2,3
City 1,28-08-2018,27-08-2018,37,35,18,17,17,9
City 1,28-08-2018,27-08-2018,12,6,6,4,5,4
City 1,29-08-2018,27-08-2018,3,3,3,3,3,4
City 1,29-08-2018,27-08-2018,61,45,31,28,28,23
City 1,29-08-2018,27-08-2018,13,4,3,4,4,1
City 1,30-08-2018,27-08-2018,4,3,3,3,3,4
City 1,30-08-2018,27-08-2018,88,49,31,29,29,20
City 1,30-08-2018,27-08-2018,28,8,8,7,7,3
City 1,31-08-2018,27-08-2018,3,3,3,3,3,3
City 1,31-08-2018,27-08-2018,180,43,33,33,33,30
City 1,31-08-2018,27-08-2018,50,14,12,11,10,10
City 1,1/9/18,27-08-2018,5,4,4,4,4,2
City 1,1/9/18,27-08-2018,80,59,54,52,52,34
City 1,1/9/18,27-08-2018,9,9,9,8,7,9
City 1,2/9/18,27-08-2018,6,6,6,6,5,4
City 1,2/9/18,27-08-2018,111,51,44,43,43,37
City 1,2/9/18,27-08-2018,14,11,8,5,5,5
City 1,3/9/18,3/9/18,2,2,2,2,3,4
City 1,3/9/18,3/9/18,48,33,26,25,25,19
City 1,3/9/18,3/9/18,5,3,3,3,3,1
City 1,4/9/18,3/9/18,1,1,1,1,1,0
City 1,4/9/18,3/9/18,36,31,18,18,18,27
City 1,4/9/18,3/9/18,7,2,3,1,1,0
City 1,5/9/18,3/9/18,9,4,3,3,3,0
City 1,5/9/18,3/9/18,51,40,27,26,26,23
City 1,5/9/18,3/9/18,6,3,3,4,4,3
City 1,6/9/18,3/9/18,4,4,5,5,5,6
City 1,6/9/18,3/9/18,36,34,28,28,28,19
City 1,6/9/18,3/9/18,5,3,3,3,3,3
City 1,7/9/18,3/9/18,3,2,2,2,2,1
City 1,7/9/18,3/9/18,27,24,24,23,23,21
City 1,7/9/18,3/9/18,17,14,13,13,11,7
City 1,8/9/18,3/9/18,2,2,2,2,2,1
City 1,8/9/18,3/9/18,66,62,49,48,48,31
City 1,8/9/18,3/9/18,11,10,9,8,8,7
City 1,9/9/18,3/9/18,2,2,2,2,2,3
City 1,9/9/18,3/9/18,59,52,46,43,42,41
City 1,9/9/18,3/9/18,10,9,9,7,8,7
City 1,10/9/18,10/9/18,2,2,2,2,2,2
City 1,10/9/18,10/9/18,22,18,16,16,17,19
City 1,10/9/18,10/9/18,7,5,6,4,4,3
City 1,11/9/18,10/9/18,2,2,2,2,2,2
City 1,11/9/18,10/9/18,33,29,19,18,18,19
City 1,11/9/18,10/9/18,11,10,10,9,8,7
City 1,12/9/18,10/9/18,2,2,2,2,2,1
City 1,12/9/18,10/9/18,49,45,30,24,24,23
City 1,12/9/18,10/9/18,13,10,9,8,8,4
City 1,13-09-2018,10/9/18,4,4,3,3,3,2
City 1,13-09-2018,10/9/18,33,27,25,22,22,18
City 1,13-09-2018,10/9/18,16,11,10,8,10,8
City 1,14-09-2018,10/9/18,1,1,1,1,1,1
City 1,14-09-2018,10/9/18,22,20,19,17,17,18
City 1,14-09-2018,10/9/18,9,6,6,6,6,3
City 1,15-09-2018,10/9/18,3,3,3,3,3,1
City 1,15-09-2018,10/9/18,50,44,35,34,33,24
City 1,15-09-2018,10/9/18,11,9,9,8,8,12
City 1,16-09-2018,10/9/18,8,7,7,7,7,8
City 1,16-09-2018,10/9/18,44,35,34,35,35,37
City 1,16-09-2018,10/9/18,2,1,1,2,1,2
City 1,17-09-2018,17-09-2018,3,3,3,3,3,3
City 1,17-09-2018,17-09-2018,34,24,23,19,19,14
City 1,17-09-2018,17-09-2018,6,2,2,1,1,1
City 1,18-09-2018,17-09-2018,6,5,5,5,5,2
City 1,18-09-2018,17-09-2018,49,42,30,28,28,25
City 1,18-09-2018,17-09-2018,14,9,9,6,6,5
City 1,19-09-2018,17-09-2018,2,1,1,1,1,2
City 1,19-09-2018,17-09-2018,38,38,36,32,31,30
City 1,19-09-2018,17-09-2018,19,7,7,6,4,4
City 1,20-09-2018,17-09-2018,1,1,1,1,1,2
City 1,20-09-2018,17-09-2018,45,41,28,27,27,32
City 1,20-09-2018,17-09-2018,12,6,6,5,7,6
City 1,21-09-2018,17-09-2018,64,64,23,20,20,14
City 1,21-09-2018,17-09-2018,12,8,8,5,5,4
City 1,22-09-2018,17-09-2018,2,1,1,1,1,1
City 1,22-09-2018,17-09-2018,80,56,39,33,31,19
City 1,22-09-2018,17-09-2018,31,20,12,4,4,3
City 1,23-09-2018,17-09-2018,8,6,4,1,1,1
City 1,23-09-2018,17-09-2018,118,105,45,26,27,27
City 1,23-09-2018,17-09-2018,36,33,10,10,8,3
City 1,24-09-2018,24-09-2018,0,0,0,0,0,1
City 1,24-09-2018,24-09-2018,77,56,25,19,18,20
City 1,24-09-2018,24-09-2018,9,1,1,0,0,0
City 1,25-09-2018,24-09-2018,19,13,6,5,5,2
City 1,25-09-2018,24-09-2018,95,84,32,18,17,13
City 1,25-09-2018,24-09-2018,36,33,12,8,9,8
City 1,26-09-2018,24-09-2018,12,12,4,4,4,4
City 1,26-09-2018,24-09-2018,120,106,57,32,31,20
City 1,26-09-2018,24-09-2018,20,14,6,3,3,2
City 1,27-09-2018,24-09-2018,9,8,5,1,1,1
City 1,27-09-2018,24-09-2018,144,118,46,37,34,15
City 1,27-09-2018,24-09-2018,13,8,8,5,5,3
City 1,28-09-2018,24-09-2018,10,10,8,2,2,1
City 1,28-09-2018,24-09-2018,137,117,38,21,21,21
City 1,28-09-2018,24-09-2018,11,5,6,3,3,3
City 1,29-09-2018,24-09-2018,4,4,3,2,2,2
City 1,29-09-2018,24-09-2018,150,133,68,39,38,28
City 1,29-09-2018,24-09-2018,12,9,9,7,5,7
City 1,30-09-2018,24-09-2018,6,5,1,1,1,2
City 1,30-09-2018,24-09-2018,113,101,56,46,46,35
City 1,30-09-2018,24-09-2018,19,11,6,5,6,4
City 1,1/10/18,1/10/18,5,5,2,3,3,1
City 1,1/10/18,1/10/18,107,99,43,27,27,34
City 1,1/10/18,1/10/18,12,3,5,2,2,1
City 1,2/10/18,1/10/18,7,7,7,5,5,7
City 1,2/10/18,1/10/18,117,100,55,45,45,42
City 1,2/10/18,1/10/18,15,12,9,6,5,7
City 1,3/10/18,1/10/18,4,4,4,3,3,1
City 1,3/10/18,1/10/18,141,132,61,33,31,28
City 1,3/10/18,1/10/18,15,12,14,9,9,8
City 1,4/10/18,1/10/18,5,5,2,0,0,1
City 1,4/10/18,1/10/18,148,133,69,31,32,26
City 1,4/10/18,1/10/18,5,4,5,4,6,6
City 1,5/10/18,1/10/18,1,1,1,1,1,0
City 1,5/10/18,1/10/18,166,152,66,31,30,25
City 1,5/10/18,1/10/18,15,14,14,13,6,4
City 1,6/10/18,1/10/18,3,2,2,1,1,0
City 1,6/10/18,1/10/18,181,162,81,47,47,44
City 1,6/10/18,1/10/18,12,10,11,10,7,5
City 1,7/10/18,1/10/18,5,3,3,4,4,2
City 1,7/10/18,1/10/18,111,100,64,43,43,47
City 1,7/10/18,1/10/18,15,12,9,8,8,8
City 1,8/10/18,8/10/18,1,1,0,0,0,2
City 1,8/10/18,8/10/18,86,79,102,22,22,16
City 1,8/10/18,8/10/18,10,9,10,8,7,6
City 1,9/10/18,8/10/18,7,7,5,0,0,0
City 1,9/10/18,8/10/18,166,151,142,27,26,24
City 1,9/10/18,8/10/18,14,13,13,8,7,1
City 1,10/10/18,8/10/18,6,6,6,1,1,1
City 1,10/10/18,8/10/18,153,142,158,32,32,34
City 1,10/10/18,8/10/18,7,5,5,5,5,9
City 1,11/10/18,8/10/18,6,4,3,0,0,0
City 1,11/10/18,8/10/18,177,148,106,27,24,19
City 1,11/10/18,8/10/18,8,8,6,4,3,3
City 1,12/10/18,8/10/18,15,15,11,0,0,0
City 1,12/10/18,8/10/18,195,177,213,39,34,25
City 1,12/10/18,8/10/18,6,5,5,4,5,3
City 1,13-10-2018,8/10/18,10,10,8,1,1,1
City 1,13-10-2018,8/10/18,187,169,153,54,43,37
City 1,13-10-2018,8/10/18,24,15,14,5,5,5
City 1,14-10-2018,8/10/18,15,15,16,5,4,1
City 1,14-10-2018,8/10/18,190,166,146,38,32,25
City 1,14-10-2018,8/10/18,11,9,8,4,4,3
City 1,15-10-2018,15-10-2018,16,15,14,1,1,2
City 1,15-10-2018,15-10-2018,117,103,87,24,23,22
City 1,15-10-2018,15-10-2018,6,3,3,2,2,2
City 1,16-10-2018,15-10-2018,14,13,12,4,4,4
City 1,16-10-2018,15-10-2018,146,129,111,31,29,27
City 1,16-10-2018,15-10-2018,18,17,15,4,4,3
